city,__amount,__id,year,description,type,id
Anaheim,42416708100,Labor,2011,Actual,actual,8D7AEAB69B2C4A24A0C4CCECA7E5953F
Anaheim,43189689700,Labor,2010,Actual,actual,F20A586295FE40CBB2BA40678E9D842A
Anaheim,42830710800,Labor,2012,Actual,actual,81FC877479FB4E6E9B506CD9F7D68295
Anaheim,42749829800,Labor,2013,Actual,actual,91A89218E7EF4639BCF9C5554E6FB68E
Anaheim,45815537000,Labor,2014,Budget,budget,036A8039B3B64552B5566CC7AFB610BA
Anaheim,48703145100,Labor,2015,Budget,budget,C174813162774CA391C5E36B4943C25E
Anaheim,65214382000,Operating,2011,Actual,actual,8D7AEAB69B2C4A24A0C4CCECA7E5953F
Anaheim,64728505300,Operating,2010,Actual,actual,F20A586295FE40CBB2BA40678E9D842A
Anaheim,64545996200,Operating,2012,Actual,actual,81FC877479FB4E6E9B506CD9F7D68295
Anaheim,67355869100,Operating,2013,Actual,actual,91A89218E7EF4639BCF9C5554E6FB68E
Anaheim,71266877400,Operating,2014,Budget,budget,036A8039B3B64552B5566CC7AFB610BA
Anaheim,73593912000,Operating,2015,Budget,budget,C174813162774CA391C5E36B4943C25E
Anaheim,8415648700,Capital,2011,Actual,actual,8D7AEAB69B2C4A24A0C4CCECA7E5953F
Anaheim,5616036200,Capital,2010,Actual,actual,F20A586295FE40CBB2BA40678E9D842A
Anaheim,6460410300,Capital,2012,Actual,actual,81FC877479FB4E6E9B506CD9F7D68295
Anaheim,12953084400,Capital,2013,Actual,actual,91A89218E7EF4639BCF9C5554E6FB68E
Anaheim,24765009600,Capital,2014,Budget,budget,036A8039B3B64552B5566CC7AFB610BA
Anaheim,24581338600,Capital,2015,Budget,budget,C174813162774CA391C5E36B4943C25E
Anaheim,12054744900,Debt Service,2011,Actual,actual,8D7AEAB69B2C4A24A0C4CCECA7E5953F
Anaheim,12185924200,Debt Service,2010,Actual,actual,F20A586295FE40CBB2BA40678E9D842A
Anaheim,13490348100,Debt Service,2012,Actual,actual,81FC877479FB4E6E9B506CD9F7D68295
Anaheim,14205848600,Debt Service,2014,Budget,budget,036A8039B3B64552B5566CC7AFB610BA
Anaheim,14917149600,Debt Service,2015,Budget,budget,C174813162774CA391C5E36B4943C25E
Anaheim,23264637500,Debt Service,2013,Actual,actual,91A89218E7EF4639BCF9C5554E6FB68E
Bell,1117196546,Personnel Services,2011,Actual,actual,F74C357B5D564A8F8980BDED38FF04E0
Bell,1051763980,Personnel Services,2013,Actual,actual,0766A5D208C0403F977A1419AFECD24B
Bell,978724672,Personnel Services,2012,Actual,actual,83D44F23BB414CDEBA93AAFDD38BB588
Bell,1584093416,Personnel Services,2010,Actual,actual,366741863C9E437EBD8DA407EC305E42
Bell,995165400,Personnel Services,2014,Budget,budget,934C61473EE842C3A1F01EC0CF6064C6
Bell,427424991,Operations,2011,Actual,actual,F74C357B5D564A8F8980BDED38FF04E0
Bell,636541032,Operations,2013,Actual,actual,0766A5D208C0403F977A1419AFECD24B
Bell,399149700,Operations,2014,Budget,budget,934C61473EE842C3A1F01EC0CF6064C6
Bell,490859219,Operations,2012,Actual,actual,83D44F23BB414CDEBA93AAFDD38BB588
Bell,1019246744,Operations,2010,Actual,actual,366741863C9E437EBD8DA407EC305E42
Bell,558645434,Administrative Services,2011,Actual,actual,F74C357B5D564A8F8980BDED38FF04E0
Bell,659018413,Administrative Services,2010,Actual,actual,366741863C9E437EBD8DA407EC305E42
Bell,563124065,Administrative Services,2012,Actual,actual,83D44F23BB414CDEBA93AAFDD38BB588
Bell,653238542,Administrative Services,2013,Actual,actual,0766A5D208C0403F977A1419AFECD24B
Bell,558175100,Administrative Services,2014,Budget,budget,934C61473EE842C3A1F01EC0CF6064C6
Bell,142783578,Capital Outlay,2011,Actual,actual,F74C357B5D564A8F8980BDED38FF04E0
Bell,175172861,Capital Outlay,2013,Actual,actual,0766A5D208C0403F977A1419AFECD24B
Bell,684060900,Capital Outlay,2014,Budget,budget,934C61473EE842C3A1F01EC0CF6064C6
Bell,117527810,Capital Outlay,2012,Actual,actual,83D44F23BB414CDEBA93AAFDD38BB588
Bell,450575215,Capital Outlay,2010,Actual,actual,366741863C9E437EBD8DA407EC305E42
Bell,724103648,Debt Service,2011,Actual,actual,F74C357B5D564A8F8980BDED38FF04E0
Bell,821332069,Debt Service,2010,Actual,actual,366741863C9E437EBD8DA407EC305E42
Bell,2531143830,Debt Service,2013,Actual,actual,0766A5D208C0403F977A1419AFECD24B
Bell,649328700,Debt Service,2014,Budget,budget,934C61473EE842C3A1F01EC0CF6064C6
Bell,717313401,Debt Service,2012,Actual,actual,83D44F23BB414CDEBA93AAFDD38BB588
Bell,6530100,Federal/County Revenue,2011,Actual,actual,F74C357B5D564A8F8980BDED38FF04E0
Bell,21904,Park & Recreation,2011,Actual,actual,F74C357B5D564A8F8980BDED38FF04E0
Bell,716518,Park & Recreation,2013,Actual,actual,0766A5D208C0403F977A1419AFECD24B
Bell,235901.00000000003,Park & Recreation,2012,Actual,actual,83D44F23BB414CDEBA93AAFDD38BB588
Bell,9467991,Special Projects,2010,Actual,actual,366741863C9E437EBD8DA407EC305E42
Bell,-1960000,Grant Operations,2012,Actual,actual,83D44F23BB414CDEBA93AAFDD38BB588
Bell,300,Revenue from Other Agencies,2013,Actual,actual,0766A5D208C0403F977A1419AFECD24B
Bell,25625,Revenue from Other Agencies,2012,Actual,actual,83D44F23BB414CDEBA93AAFDD38BB588
Bishop,247816500,Non-Departmental,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,211917900,Non-Departmental,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,176179000,Non-Departmental,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,196540400,Non-Departmental,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,128444100,Non-Departmental,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,375161900,Non-Departmental,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,7439994,Non-Departmental,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,19776363,Non-Departmental,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,24805690,Non-Departmental,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,46057737,Non-Departmental,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,86763963,Non-Departmental,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,32055138,Non-Departmental,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,14757500,City Council,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,17600500,City Council,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,15314000,City Council,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,17490000,City Council,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,15745900,City Council,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,17390000,City Council,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,974033,City Council,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,2038249,City Council,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,3522913,City Council,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,6407216,City Council,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,8010095,City Council,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,5249265,City Council,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,30349400,Administration,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,31608200,Administration,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,32796100,Administration,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,34770000,Administration,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,35825700,Administration,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,36220000,Administration,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,2117228,Administration,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,4367704,Administration,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,6774767,Administration,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,11911370,Administration,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,14439219,Administration,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,9523136,Administration,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,13704100,Finance,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,16192000,Finance,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,15917200,Finance,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,18390000,Finance,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,17823400,Finance,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,19300000,Finance,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,985275,Finance,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,2396673,Finance,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,3991375,Finance,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,6882670,Finance,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,8788556,Finance,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,5106568,Finance,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,195400,Treasurer,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,187500,Treasurer,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,195600,Treasurer,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,191500,Treasurer,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,186700,Treasurer,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,191500,Treasurer,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,15461,Treasurer,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,30900,Treasurer,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,46360,Treasurer,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,77281,Treasurer,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,92743,Treasurer,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,61820,Treasurer,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,7736200,Legal Services,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,9903900,Legal Services,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,10055100,Legal Services,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,7439600,Legal Services,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,7354000,Legal Services,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,7130000,Legal Services,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,457728,Legal Services,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,846611,Legal Services,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,2841176,Legal Services,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,3655226,Legal Services,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,2051176,Legal Services,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,24856200,Insurance,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,34707200,Insurance,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,35715000,Insurance,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,39740000,Insurance,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,32420300,Insurance,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,36040000,Insurance,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,30475639,Insurance,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,30506703,Insurance,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,30538115,Insurance,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,31078791,Insurance,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,31110010,Insurance,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,30569162,Insurance,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,23869700,Building and Grounds,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,19511500,Building and Grounds,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,17519400,Building and Grounds,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,22129700,Building and Grounds,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,16995000,Building and Grounds,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,18780000,Building and Grounds,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,977651,Building and Grounds,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,2835035,Building and Grounds,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,4242700,Building and Grounds,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,6880865,Building and Grounds,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,8486445,Building and Grounds,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,5539420,Building and Grounds,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,1360500,Elections,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,1295000,Elections,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,385100,Elections,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,147700,Elections,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,400000,Elections,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,18000,Elections,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,77656,Elections,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,18000,Elections,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,6900,Elections,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,20780000,Community Promotion,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,16731800,Community Promotion,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,18812000,Community Promotion,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,14731200,Community Promotion,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,15175800,Community Promotion,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,18375000,Community Promotion,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,3191674,Community Promotion,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,5575006,Community Promotion,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,6766672,Community Promotion,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,9750004,Community Promotion,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,10941670,Community Promotion,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,7958338,Community Promotion,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,320192400,Police Department,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,289705800,Police Department,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,317206200,Police Department,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,297208500,Police Department,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,286614800,Police Department,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,313150000,Police Department,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,21754964,Police Department,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,46131103,Police Department,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,72613280,Police Department,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,125560880,Police Department,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,154662412,Police Department,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,98795941,Police Department,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,18212500,Fire Department,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,14755400,Fire Department,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,34497500,Fire Department,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,25767300,Fire Department,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,23484700,Fire Department,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,25250900,Fire Department,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,584838,Fire Department,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,7720568,Fire Department,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,8654248,Fire Department,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,13348289,Fire Department,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,14596096,Fire Department,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,11557603,Fire Department,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,9766600,Building,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,10500600,Building,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,10505200,Building,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,11642500,Building,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,10152000,Building,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,12289500,Building,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,879639,Building,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,1809613,Building,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,2754586,Building,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,4963591,Building,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,5933242,Building,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,3839998,Building,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,16683500,Street Maintenance,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,14987600,Street Maintenance,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,16284200,Street Maintenance,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,22994500,Street Maintenance,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,10422200,Street Maintenance,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,18790500,Street Maintenance,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,1517723,Street Maintenance,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,2641867,Street Maintenance,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,3304763,Street Maintenance,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,2133522,Street Maintenance,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,449203,Street Maintenance,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,1037357,Street Maintenance,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,1650100,Prop 1B/Local Streets,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,5828600,Prop 1B/Local Streets,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,3015000,Prop 1B/Local Streets,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,11693200,Prop 1B/Local Streets,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,8232000,Street Sweeping,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,8611800,Street Sweeping,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,7047300,Street Sweeping,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,9560000,Street Sweeping,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,8836700,Street Sweeping,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,9660000,Street Sweeping,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,669672,Street Sweeping,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,1369776,Street Sweeping,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,2041079,Street Sweeping,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,3486576,Street Sweeping,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,4205692,Street Sweeping,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,2775767,Street Sweeping,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,3427100,Street Lighting,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,3688400,Street Lighting,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,3538900,Street Lighting,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,4000000,Street Lighting,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,3967800,Street Lighting,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,4000000,Street Lighting,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,4773,Street Lighting,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,610464,Street Lighting,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,961602,Street Lighting,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,1617025,Street Lighting,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,2009021,Street Lighting,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,1316874,Street Lighting,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,242900,Emergency Preparedness,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,231300,Emergency Preparedness,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,230900,Emergency Preparedness,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,450000,Emergency Preparedness,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,274300,Emergency Preparedness,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,450000,Emergency Preparedness,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,8080,Emergency Preparedness,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,29676,Emergency Preparedness,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,51071,Emergency Preparedness,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,80740,Emergency Preparedness,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,115377,Emergency Preparedness,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,72656,Emergency Preparedness,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,41836100,Parks,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,42425400,Parks,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,41475700,Parks,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,35672300,Parks,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,34836600,Parks,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,34135000,Parks,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,2286954,Parks,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,4618742,Parks,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,6960057,Parks,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,11601972,Parks,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,13921420,Parks,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,9287718,Parks,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,24451600,Planning Department,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,30223600,Planning Department,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,23215700,Planning Department,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,21949600,Planning Department,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,24439000,Planning Department,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,23426000,Planning Department,2014,Budget,budget,E02BD36065064960B87EED1DE187C08C
Bishop,1214185,Planning Department,2014,Actual,actual,42094826A85446278FAD1F8671B94928
Bishop,2545957,Planning Department,2014,Actual,actual,DCE6BEB13C774448883360070F24EEDB
Bishop,4343883,Planning Department,2014,Actual,actual,16E9ED8C06DF4CB09AD7E975FF87C46E
Bishop,8551595,Planning Department,2014,Actual,actual,676A1514A7C54765B5AD78973171A21C
Bishop,9857444,Planning Department,2014,Actual,actual,A44920AA958640E6A129FB714414A0FC
Bishop,5645236,Planning Department,2014,Actual,actual,1DCCC66C377C4708BAF2F734373632C7
Bishop,2500000,Civic,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,2025000,Civic,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
Bishop,2250000,Civic,2010,Actual,actual,8F475BBEB7121BF0F4E9006AAE7455FA
Bishop,1822500,Civic,2013,Budget,budget,9D16CD3F88BDE264CF5C2CD009CED86F
Bishop,1822500,Civic,2012,Actual,actual,76287FC18C40C631A7C48E2A33C5DCB6
Bishop,78620800,Water,2009,Actual,actual,A7AD83D70F0D263073CD95CF1D2BDF2C
Bishop,78873600,Water,2011,Actual,actual,A3F707AAE5A51E5C97D9BDB3F5914AFF
