city,__amount,__id,year,description,type,id
Rockport,7973621,Travel and Training,2012,Actual,actual,8E80A5E131F8484A985CCAA5E3ADC427
Rockport,8300413,Travel and Training,2012,Actual,actual,761CA3AC242640F49FC5999681F8075C
Rockport,1189924,Travel and Training,2012,Actual,actual,875ACF7DF90B4AA2891FE3FD0CC28061
Rockport,9294736,Travel and Training,2012,Actual,actual,B411ABBE29C4440C9F8F43E67B59135D
Rockport,2089729,Travel and Training,2012,Actual,actual,0357B7C93438401B84A48FE0C88445B5
Rockport,1909918,Travel and Training,2012,Actual,actual,1A58596FF8DD4354A44883049E57D736
Rockport,4018210,Travel and Training,2013,Actual,actual,E51DFCBA672E429393F49827CEA01D47
Rockport,10525820,Travel and Training,2013,Actual,actual,E256AB10066F413DA080C03C9B90952C
Rockport,5266798,Travel and Training,2013,Actual,actual,D257141118D04399808828A5B662010B
Rockport,4690731,Travel and Training,2013,Actual,actual,FD3B6D4FDDE542779C9D2CCC1ECDDABF
Rockport,6343777,Travel and Training,2013,Actual,actual,266056011D104F4DA8DE91EC8C30B8E8
Rockport,6683047,Travel and Training,2013,Actual,actual,B34DC1ABDC8F4846A12D43E46394950F
Rockport,6817572,Travel and Training,2013,Actual,actual,4AC0A24CEDFD45A2BC2142B944CAF4C6
Rockport,8284779,Travel and Training,2013,Actual,actual,A6A40F0BD4CE49898B07E3EAD1906481
Rockport,9157499,Travel and Training,2013,Actual,actual,A3AD00DCD7744F919D5445C50E89F6C1
Rockport,10525820,Travel and Training,2013,Actual,actual,66B04D2175C84CEF8AE4BBCCE323D907
Rockport,683767,Travel and Training,2013,Actual,actual,160533296F454CB0A1AE4F79CC44BAD7
Rockport,2413921,Travel and Training,2013,Actual,actual,45182AFB958C4C3ABFA4023EBE6BB99B
Rockport,3194851,Travel and Training,2013,Actual,actual,2EE40108F7AF4A149B601B9E3F4E2D26
Rockport,13805000,Travel and Training,2014,Budget,budget,8C1754190D8542A69F78D7375409C966
Rockport,3997702,Travel and Training,2014,Actual,actual,76975B6BB9754168BE92F94E554381CD
Rockport,5104856,Travel and Training,2014,Actual,actual,335F0B7FE5DB4742A4EF69901BE57B4E
Rockport,7258945,Travel and Training,2014,Actual,actual,68CF12A3EF9C4199B76AE3FD4E18373B
Rockport,5963107,Travel and Training,2014,Actual,actual,0291F30E541F4C648A9A6163FBA91C86
Rockport,1377687,Travel and Training,2014,Actual,actual,15F5F842B9F14F2D88FA412684D100F0
Rockport,7764683,Travel and Training,2014,Actual,actual,BDBBF85F55A24A42A2802E3014D9CB14
Rockport,2210264,Travel and Training,2014,Actual,actual,89B93C77C35F430282BC94F0D9690821
Rockport,3186484,Travel and Training,2014,Actual,actual,B5A7EAE4231E4AC1891288033A8A87CC
Rockport,807201,Travel and Training,2011,Actual,actual,AC7B3300A58F431687EF9EC6A7156518
Rockport,20677325,Operating Transfers (Out),2011,Actual,actual,D5324AD134E1437B8BDC8FABF1BE1EED
Rockport,286968987,Operating Transfers (Out),2011,Actual,actual,8437966218D84DD0AC0E5B29362D4214
Rockport,160471152,Operating Transfers (Out),2011,Actual,actual,8C408C7FD9064753BEA6E2EF8A7DE28F
Rockport,188431692,Operating Transfers (Out),2011,Actual,actual,4203C3B391FC450D82C80A2362B5BDD8
Rockport,188431692,Operating Transfers (Out),2011,Actual,actual,C6F8FE75F4A84EE7B7B56AB320552C79
Rockport,188431692,Operating Transfers (Out),2011,Actual,actual,FBCC54E1C19B4C99A8BC762E6BF0BE66
Rockport,206859017,Operating Transfers (Out),2011,Actual,actual,6D95E1B33F9B41FEA5ACCA63CB0E2D2E
Rockport,261238864,Operating Transfers (Out),2011,Actual,actual,86DC5F26FA014F80A0DBA237BC40C83A
Rockport,286968987,Operating Transfers (Out),2011,Actual,actual,6C6177EFBBDB437BA0671E4EA096C5FB
Rockport,20677325,Operating Transfers (Out),2011,Actual,actual,13431EB2AA5846CD8B53C5E4D0FA5D98
Rockport,333913186,Operating Transfers (Out),2012,Actual,actual,6E9039031D1E448D9BB81A208BAFC722
Rockport,206859017,Operating Transfers (Out),2011,Actual,actual,A87C540027BC4373AF1DDCCEA064D70B
Rockport,160325340,Operating Transfers (Out),2012,Actual,actual,9AFC4729A5DF4890B55298201326694F
Rockport,26702325,Operating Transfers (Out),2012,Actual,actual,BF187E51634743D39D407E1F03B04A30
Rockport,187027665,Operating Transfers (Out),2012,Actual,actual,8F40770390FC4E79B8AB1EB8164860E0
Rockport,187027665,Operating Transfers (Out),2012,Actual,actual,CD4DBB09983F4D06841E192AE24A2444
Rockport,187027665,Operating Transfers (Out),2012,Actual,actual,5E3B6CD13F9347D6A9E76125BE641277
Rockport,213729990,Operating Transfers (Out),2012,Actual,actual,C8D2F28B936A4E9EB76D9F1BB626C563
Rockport,213729990,Operating Transfers (Out),2012,Actual,actual,8E80A5E131F8484A985CCAA5E3ADC427
Rockport,249502839,Operating Transfers (Out),2012,Actual,actual,761CA3AC242640F49FC5999681F8075C
Rockport,333913186,Operating Transfers (Out),2012,Actual,actual,B411ABBE29C4440C9F8F43E67B59135D
Rockport,26702325,Operating Transfers (Out),2012,Actual,actual,0357B7C93438401B84A48FE0C88445B5
Rockport,27082700,Operating Transfers (Out),2013,Actual,actual,E51DFCBA672E429393F49827CEA01D47
Rockport,279735370,Operating Transfers (Out),2013,Actual,actual,E256AB10066F413DA080C03C9B90952C
Rockport,191580470,Operating Transfers (Out),2013,Actual,actual,D257141118D04399808828A5B662010B
Rockport,164497770,Operating Transfers (Out),2013,Actual,actual,FD3B6D4FDDE542779C9D2CCC1ECDDABF
Rockport,191580470,Operating Transfers (Out),2013,Actual,actual,266056011D104F4DA8DE91EC8C30B8E8
Rockport,191580470,Operating Transfers (Out),2013,Actual,actual,B34DC1ABDC8F4846A12D43E46394950F
Rockport,218663170,Operating Transfers (Out),2013,Actual,actual,4AC0A24CEDFD45A2BC2142B944CAF4C6
Rockport,218663170,Operating Transfers (Out),2013,Actual,actual,A6A40F0BD4CE49898B07E3EAD1906481
Rockport,252652670,Operating Transfers (Out),2013,Actual,actual,A3AD00DCD7744F919D5445C50E89F6C1
Rockport,279735370,Operating Transfers (Out),2013,Actual,actual,66B04D2175C84CEF8AE4BBCCE323D907
Rockport,27082700,Operating Transfers (Out),2013,Actual,actual,2EE40108F7AF4A149B601B9E3F4E2D26
Rockport,299300400,Operating Transfers (Out),2014,Budget,budget,8C1754190D8542A69F78D7375409C966
Rockport,27606125,Operating Transfers (Out),2014,Actual,actual,76975B6BB9754168BE92F94E554381CD
Rockport,169560625,Operating Transfers (Out),2014,Actual,actual,335F0B7FE5DB4742A4EF69901BE57B4E
Rockport,197166750,Operating Transfers (Out),2014,Actual,actual,68CF12A3EF9C4199B76AE3FD4E18373B
Rockport,197166750,Operating Transfers (Out),2014,Actual,actual,0291F30E541F4C648A9A6163FBA91C86
Rockport,197166750,Operating Transfers (Out),2014,Actual,actual,BDBBF85F55A24A42A2802E3014D9CB14
Rockport,27606125,Operating Transfers (Out),2014,Actual,actual,B5A7EAE4231E4AC1891288033A8A87CC
Salinas,7171219200,Employee Services,2010,Actual,actual,39302CA925E7821F9C2966F23288402C
Salinas,7116936500,Employee Services,2011,Actual,actual,E520737D519A0F9779B2D46C6B9E8351
Salinas,7158826139,Employee Services,2012,Actual,actual,121E39F98ECD9917AA8F8F9ADAB51F8B
Salinas,7770363444,Employee Services,2013,Budget,budget,12BCB008A81B17AA5B7DCA607F23BEC8
Salinas,8053900000,Employee Services,2014,Budget,budget,4C72EBF5A0D7ED74FDEE311152BADA64
Salinas,3505297200,Non-Employee Services,2010,Actual,actual,39302CA925E7821F9C2966F23288402C
Salinas,3431152900,Non-Employee Services,2011,Actual,actual,E520737D519A0F9779B2D46C6B9E8351
Salinas,4049486542,Non-Employee Services,2012,Actual,actual,121E39F98ECD9917AA8F8F9ADAB51F8B
Salinas,4355073688,Non-Employee Services,2013,Budget,budget,12BCB008A81B17AA5B7DCA607F23BEC8
Salinas,3739500000,Non-Employee Services,2014,Budget,budget,4C72EBF5A0D7ED74FDEE311152BADA64
Santacruz,5976691808,Compensation,2009,Actual,actual,45CE1BE6A4974D04910758596229D4B4
Santacruz,5133038008,Compensation,2013,Actual,actual,F35BE3774F2E4FB79BCDC0ABD5FEEE39
Santacruz,5558506417,Compensation,2012,Actual,actual,08714E810FA1413CA19F108662D206AE
Santacruz,6270718900,Compensation,2014,Budget,budget,7DE372CE34FB40A291BADF879FE22AAC
Santacruz,3537628369,Compensation,2014,Actual,actual,A46F0A1B220C4A468B0F96B5AFC3D5AA
Santacruz,1918334162,Compensation,2014,Actual,actual,1330B85D5438494180B0DAFAE0125C17
Santacruz,2865023873,Compensation,2014,Actual,actual,BCFC8F7057E248A09F6A086CF40DC714
Santacruz,5635928526,Compensation,2008,Actual,actual,98F0931602624BB8BA3B1A5A2086C4C5
Santacruz,340191459,Compensation,2014,Actual,actual,87B9F60493B04C26BB8B07BB5A55A642
Santacruz,5746059802,Compensation,2013,Actual,actual,A73DB618DCF740CEAE9CA37D67C726FF
Santacruz,1471801277,Compensation,2014,Actual,actual,AD994144B3E24CB797D0C3145A63F0C8
Santacruz,5340088481,Compensation,2010,Actual,actual,B41B0E51B5A24DBBADFB36CFB8398D01
Santacruz,1028056489,Compensation,2014,Actual,actual,DE3C2610929C43BC80B7605233C1B7D0
Santacruz,4681822796,Compensation,2013,Actual,actual,930E66E0D6724CDD92053EAA5EC9411F
Santacruz,5575318824,Compensation,2011,Actual,actual,6B9710664ED84E83AA004A3CC9634A51
Santacruz,4690925334,Compensation,2013,Actual,actual,33D4E34D035F45A7B3EDB38B94B0C5B9
Santacruz,5746059802,Compensation,2013,Actual,actual,50EEF56A5375487F885221B84755B9B1
Santacruz,2377420148,Compensation,2014,Actual,actual,1F09A249C3224CE0994FC2C5124F3337
Santacruz,3991579231,Compensation,2014,Actual,actual,FD9A1BF930E04452812ACDF55A4C7C22
Santacruz,2604447915,Employee Benefits,2009,Actual,actual,45CE1BE6A4974D04910758596229D4B4
Santacruz,2279157653,Employee Benefits,2008,Actual,actual,98F0931602624BB8BA3B1A5A2086C4C5
Santacruz,2446663624,Employee Benefits,2010,Actual,actual,B41B0E51B5A24DBBADFB36CFB8398D01
Santacruz,2074642175,Employee Benefits,2013,Actual,actual,33D4E34D035F45A7B3EDB38B94B0C5B9
Santacruz,2727087500,Employee Benefits,2014,Budget,budget,7DE372CE34FB40A291BADF879FE22AAC
Santacruz,2498783490,Employee Benefits,2013,Actual,actual,A73DB618DCF740CEAE9CA37D67C726FF
Santacruz,1801990379,Employee Benefits,2014,Actual,actual,FD9A1BF930E04452812ACDF55A4C7C22
Santacruz,660848703,Employee Benefits,2014,Actual,actual,AD994144B3E24CB797D0C3145A63F0C8
Santacruz,2074642175,Employee Benefits,2013,Actual,actual,930E66E0D6724CDD92053EAA5EC9411F
Santacruz,1584401126,Employee Benefits,2014,Actual,actual,A46F0A1B220C4A468B0F96B5AFC3D5AA
Santacruz,1260776957,Employee Benefits,2014,Actual,actual,BCFC8F7057E248A09F6A086CF40DC714
Santacruz,2371871691,Employee Benefits,2011,Actual,actual,6B9710664ED84E83AA004A3CC9634A51
Santacruz,142464788,Employee Benefits,2014,Actual,actual,87B9F60493B04C26BB8B07BB5A55A642
Santacruz,819789950,Employee Benefits,2014,Actual,actual,1330B85D5438494180B0DAFAE0125C17
Santacruz,2223937948,Employee Benefits,2013,Actual,actual,F35BE3774F2E4FB79BCDC0ABD5FEEE39
Santacruz,452515034,Employee Benefits,2014,Actual,actual,DE3C2610929C43BC80B7605233C1B7D0
Santacruz,2496586311,Employee Benefits,2013,Actual,actual,50EEF56A5375487F885221B84755B9B1
Santacruz,1035355289,Employee Benefits,2014,Actual,actual,1F09A249C3224CE0994FC2C5124F3337
Santacruz,2420158569,Employee Benefits,2012,Actual,actual,08714E810FA1413CA19F108662D206AE
Santacruz,7953378612,Operating,2009,Actual,actual,45CE1BE6A4974D04910758596229D4B4
Santacruz,3915906274,Operating,2014,Actual,actual,A46F0A1B220C4A468B0F96B5AFC3D5AA
Santacruz,8827303236,Operating,2008,Actual,actual,98F0931602624BB8BA3B1A5A2086C4C5
Santacruz,8132328102,Operating,2010,Actual,actual,B41B0E51B5A24DBBADFB36CFB8398D01
Santacruz,5508815769,Operating,2013,Actual,actual,F35BE3774F2E4FB79BCDC0ABD5FEEE39
Santacruz,7731443897,Operating,2011,Actual,actual,6B9710664ED84E83AA004A3CC9634A51
Santacruz,1126768891,Operating,2014,Actual,actual,DE3C2610929C43BC80B7605233C1B7D0
Santacruz,2777826015,Operating,2014,Actual,actual,1F09A249C3224CE0994FC2C5124F3337
Santacruz,3284679824,Operating,2014,Actual,actual,BCFC8F7057E248A09F6A086CF40DC714
Santacruz,7406269681,Operating,2012,Actual,actual,08714E810FA1413CA19F108662D206AE
Santacruz,5029737025,Operating,2013,Actual,actual,930E66E0D6724CDD92053EAA5EC9411F
Santacruz,6663452300,Operating,2014,Budget,budget,7DE372CE34FB40A291BADF879FE22AAC
Santacruz,4308881575,Operating,2014,Actual,actual,FD9A1BF930E04452812ACDF55A4C7C22
Santacruz,7460126072,Operating,2013,Actual,actual,A73DB618DCF740CEAE9CA37D67C726FF
Santacruz,1748733712,Operating,2014,Actual,actual,AD994144B3E24CB797D0C3145A63F0C8
Santacruz,2306581117,Operating,2014,Actual,actual,1330B85D5438494180B0DAFAE0125C17
Santacruz,5079816589,Operating,2013,Actual,actual,33D4E34D035F45A7B3EDB38B94B0C5B9
Santacruz,556638105,Operating,2014,Actual,actual,87B9F60493B04C26BB8B07BB5A55A642
Santacruz,7488166072,Operating,2013,Actual,actual,50EEF56A5375487F885221B84755B9B1
Santacruz,2185716286,Capital,2009,Actual,actual,45CE1BE6A4974D04910758596229D4B4
Santacruz,1229425615,Capital,2010,Actual,actual,B41B0E51B5A24DBBADFB36CFB8398D01
Santacruz,2437158986,Capital,2012,Actual,actual,08714E810FA1413CA19F108662D206AE
Santacruz,3689716572,Capital,2013,Actual,actual,F35BE3774F2E4FB79BCDC0ABD5FEEE39
Santacruz,4831189400,Capital,2014,Budget,budget,7DE372CE34FB40A291BADF879FE22AAC
Santacruz,832170870,Capital,2014,Actual,actual,AD994144B3E24CB797D0C3145A63F0C8
Santacruz,1917162737,Capital,2014,Actual,actual,BCFC8F7057E248A09F6A086CF40DC714
Santacruz,2055769124,Capital,2008,Actual,actual,98F0931602624BB8BA3B1A5A2086C4C5
Santacruz,2446914067,Capital,2014,Actual,actual,FD9A1BF930E04452812ACDF55A4C7C22
Santacruz,2278619521,Capital,2011,Actual,actual,6B9710664ED84E83AA004A3CC9634A51
Santacruz,1258530473,Capital,2013,Actual,actual,A73DB618DCF740CEAE9CA37D67C726FF
Santacruz,1256137755,Capital,2013,Actual,actual,50EEF56A5375487F885221B84755B9B1
Santacruz,3312688399,Capital,2013,Actual,actual,930E66E0D6724CDD92053EAA5EC9411F
Santacruz,3360456830,Capital,2013,Actual,actual,33D4E34D035F45A7B3EDB38B94B0C5B9
Santacruz,2200275507,Capital,2014,Actual,actual,A46F0A1B220C4A468B0F96B5AFC3D5AA
Santacruz,234787064,Capital,2014,Actual,actual,87B9F60493B04C26BB8B07BB5A55A642
Santacruz,1420242140,Capital,2014,Actual,actual,1330B85D5438494180B0DAFAE0125C17
Santacruz,1650968138,Capital,2014,Actual,actual,1F09A249C3224CE0994FC2C5124F3337
Santacruz,392958684,Capital,2014,Actual,actual,DE3C2610929C43BC80B7605233C1B7D0
Santacruz,1083705681,Other,2009,Actual,actual,45CE1BE6A4974D04910758596229D4B4
Santacruz,143579018,Other,2013,Actual,actual,50EEF56A5375487F885221B84755B9B1
Santacruz,143579018,Other,2013,Actual,actual,A73DB618DCF740CEAE9CA37D67C726FF
Santacruz,239960310,Other,2008,Actual,actual,98F0931602624BB8BA3B1A5A2086C4C5
Santacruz,782757818,Other,2010,Actual,actual,B41B0E51B5A24DBBADFB36CFB8398D01
Santacruz,8822031861,Other,2012,Actual,actual,08714E810FA1413CA19F108662D206AE
Santacruz,36098529,Other,2013,Actual,actual,F35BE3774F2E4FB79BCDC0ABD5FEEE39
Santacruz,2882413233,Other,2011,Actual,actual,6B9710664ED84E83AA004A3CC9634A51
Santacruz,-68230000,Other,2014,Budget,budget,7DE372CE34FB40A291BADF879FE22AAC
Santacruz,34171451,Other,2014,Actual,actual,A46F0A1B220C4A468B0F96B5AFC3D5AA
Santacruz,8066600,Other,2014,Actual,actual,DE3C2610929C43BC80B7605233C1B7D0
Santacruz,8066600,Other,2014,Actual,actual,AD994144B3E24CB797D0C3145A63F0C8
Santacruz,8066600,Other,2014,Actual,actual,1330B85D5438494180B0DAFAE0125C17
Santacruz,27397500,Other,2013,Actual,actual,33D4E34D035F45A7B3EDB38B94B0C5B9
Santacruz,27397500,Other,2013,Actual,actual,930E66E0D6724CDD92053EAA5EC9411F
Santacruz,34171451,Other,2014,Actual,actual,FD9A1BF930E04452812ACDF55A4C7C22
Santacruz,34171451,Other,2014,Actual,actual,BCFC8F7057E248A09F6A086CF40DC714
Santacruz,33200189,Other,2014,Actual,actual,1F09A249C3224CE0994FC2C5124F3337
Saratoga,528818373,Salaries,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,537875953,Salaries,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,571993725,Salaries,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,529671184,Salaries,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,563623900,Salaries,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,597156900,Salaries,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,181215154,Benefits,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,175077192,Benefits,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,188247995,Benefits,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,164976299,Benefits,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,171389000,Benefits,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,188081000,Benefits,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,1141693,Benefit- Retiree,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,1372471,Benefit- Retiree,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,2649258,Benefit- Retiree,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,1113410,Benefit- Retiree,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,1980000,Benefit- Retiree,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,2400000,Benefit- Retiree,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,32916026,Materials & Supplies,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,41996881,Materials & Supplies,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,37086779,Materials & Supplies,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,38280013,Materials & Supplies,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,42298700,Materials & Supplies,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,45029200,Materials & Supplies,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,63138982,Fees & Charges,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,66493643,Fees & Charges,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,100592083,Fees & Charges,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,77390439,Fees & Charges,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,85153500,Fees & Charges,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,82994614,Fees & Charges,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,42964611,Utilites & Communications,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,42078864,Utilites & Communications,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,41341973,Utilites & Communications,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,43596465,Utilites & Communications,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,44314000,Utilites & Communications,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,46527500,Utilites & Communications,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,586086762,Contract Services,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,562923928,Contract Services,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,584503074,Contract Services,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,566719457,Contract Services,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,622945200,Contract Services,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,640272100,Contract Services,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,38512585,Consultant Services,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,71075818,Consultant Services,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,52801935,Consultant Services,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,43087958,Consultant Services,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,57097500,Consultant Services,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,58866000,Consultant Services,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,4889173,Meetings & Employee Dev,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,7851689,Meetings & Employee Dev,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,6379946,Meetings & Employee Dev,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,3847674,Meetings & Employee Dev,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,6407000,Meetings & Employee Dev,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,7354500,Meetings & Employee Dev,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,39050395,Insurance,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,33729518,Insurance,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,40016280,Insurance,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,44716796,Insurance,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,56200000,Insurance,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,45100000,Insurance,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,20375818,Grants,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,16266899,Grants,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,16591549,Grants,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,11620315,Grants,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,12785600,Grants,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,15711200,Grants,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,4746491,Pass Thru Accounts,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,12841562,Pass Thru Accounts,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,101527628,Debt Service,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,101455048,Debt Service,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,101487628,Debt Service,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,114055814,Debt Service,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,86928500,Debt Service,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,88986000,Debt Service,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,1223500000,Other Financing Uses,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,3244347,Fixed Assets,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,23573476,Fixed Assets,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,485602.00000000006,Fixed Assets,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,9500000,Fixed Assets,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,24000000,Fixed Assets,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,2133639,Fixed Assets,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,200300900,Internal Service Charges,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,231952200,Internal Service Charges,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,192000102,Internal Service Charges,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,203000000,Internal Service Charges,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,218123600,Internal Service Charges,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,236001200,Internal Service Charges,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Saratoga,248526598,Capital Projects,2010,Actual,actual,7769ECDAD80246BB92D5A3316FFCB242
Saratoga,400624101,Capital Projects,2009,Actual,actual,5C9C1E9B22474843B2DD5ACED1774C11
Saratoga,357553099,Capital Projects,2011,Actual,actual,3F8A27989B9347A2A659FC68BEC1AFD2
Saratoga,505666695,Capital Projects,2012,Actual,actual,E1BCFC9AEAA44E2EA36CF1538BD07C7E
Saratoga,1017959541,Capital Projects,2013,Budget,budget,F08FD6A99C0A47A1A9968C187A6005F3
Saratoga,1313356427,Capital Projects,2014,Budget,budget,B6D439422BBF4738A5E6F3C3C8088AD8
Sausalitoca,383471945,Salaries,2003,Actual,actual,96CA40ED44B34478A0479913D428FBAA
Sausalitoca,432891062,Salaries,2003,Actual,actual,C6D3C3A6E4C5478BAE8554D930326851
Sausalitoca,630752402,Salaries,2003,Actual,actual,90222962EA084CFE86F7328290373069
Sausalitoca,481813658,Salaries,2003,Actual,actual,7E43103CF4A74BCC98FB03C40696E59E
Sausalitoca,531218968,Salaries,2003,Actual,actual,6FC6E115F63743BB842119823258069F
Sausalitoca,578585653,Salaries,2003,Actual,actual,2697FF3D8E454063A9CB8248A3E39560
Sausalitoca,630752402,Salaries,2003,Actual,actual,D81B5FB9923E45959356C90D7335EB56
Sausalitoca,57661427,Salaries,2003,Actual,actual,C484DFCEBC864F208BBAA37DF6993D61
Sausalitoca,114042390,Salaries,2003,Actual,actual,9F0BB5E0EDFA49C5A9DFCD59A6586BDC
